20
1	1	0	0
1	2	34	414
1	3	45	1426
1	4	84	315
1	5	426	528
1	6	51	522
1	7	11	1169
1	8	8	2066
1	9	453	280
1	10	5	899
1	11	2	1035
1	12	4	297
1	13	70	585
1	14	338	549
1	15	1	435
1	16	32	197
1	17	120	558
1	18	24	176
1	19	643	394
1	20	53	454
2	1	34	414
2	2	0	0
2	3	131	1833
2	4	6	167
2	5	693	852
2	6	80	784
2	7	24	1574
2	8	5	2454
2	9	1262	288
2	10	22	1275
2	11	11	1425
2	12	4	117
2	13	127	946
2	14	5592	145
2	15	245	115
2	16	7129	251
2	17	431	759
2	18	93	509
2	19	287	645
2	20	60	811
3	1	45	1426
3	2	131	1833
3	3	0	0
3	4	36	1738
3	5	398	1269
3	6	37	1412
3	7	390	613
3	8	40	704
3	9	1215	1670
3	10	54	950
3	11	64	813
3	12	22	1719
3	13	88	1138
3	14	1187	1973
3	15	1	1860
3	16	157	1587
3	17	44	1528
3	18	21	1403
3	19	53	1449
3	20	17	1211
4	1	84	315
4	2	6	167
4	3	36	1738
4	4	0	0
4	5	452	692
4	6	26	618
4	7	9	1438
4	8	3	2381
4	9	5	121
4	10	7	1124
4	11	2	1279
4	12	0	120
4	13	70	792
4	14	2548	258
4	15	0	180
4	16	213	232
4	17	60	592
4	18	77	364
4	19	78	480
4	20	43	659
5	1	426	528
5	2	693	852
5	3	398	1269
5	4	452	692
5	5	0	0
5	6	3746	143
5	7	533	812
5	8	45	1969
5	9	6469	576
5	10	1223	449
5	11	279	619
5	12	131	749
5	13	8364	134
5	14	7629	946
5	15	9	809
5	16	1756	712
5	17	4378	259
5	18	1341	363
5	19	8888	227
5	20	1811	106
6	1	51	522
6	2	80	784
6	3	37	1412
6	4	26	618
6	5	3746	143
6	6	0	0
6	7	31	948
6	8	11	2111
6	9	448	498
6	10	70	573
6	11	16	748
6	12	11	692
6	13	317	277
6	14	748	861
6	15	1	725
6	16	156	683
6	17	151	116
6	18	42	346
6	19	334	141
6	20	184	218
7	1	11	1169
7	2	24	1574
7	3	390	613
7	4	9	1438
7	5	533	812
7	6	31	948
7	7	0	0
7	8	6	1288
7	9	230	1340
7	10	198	391
7	11	324	222
7	12	36	1458
7	13	102	681
7	14	452	1695
7	15	6	1564
7	16	62	1362
7	17	35	1055
7	18	21	1074
7	19	62	1032
7	20	27	798
8	1	8	2066
8	2	5	2454
8	3	40	704
8	4	3	2381
8	5	45	1969
