40
1	1	0	0
1	2	34	414
1	3	45	1426
1	4	84	315
1	5	426	528
1	6	51	522
1	7	11	1169
1	8	8	2066
1	9	453	280
1	10	5	899
1	11	2	1035
1	12	4	297
1	13	70	585
1	14	338	549
1	15	1	435
1	16	32	197
1	17	120	558
1	18	24	176
1	19	643	394
1	20	53	454
1	21	6072	335
1	22	247	214
1	23	37	41
1	24	35	1242
1	25	95	482
1	26	14	99
1	27	25	1286
1	28	122	1006
1	29	228	162
1	30	362	1236
1	31	170	638
1	32	1084	132
1	33	36	674
1	34	37	1519
1	35	1	104
1	36	100	381
1	37	4	185
1	38	8	196
1	39	33	2068
1	40	51	250
2	1	34	414
2	2	0	0
2	3	131	1833
2	4	6	167
2	5	693	852
2	6	80	784
2	7	24	1574
2	8	5	2454
2	9	1262	288
2	10	22	1275
2	11	11	1425
2	12	4	117
2	13	127	946
2	14	5592	145
2	15	245	115
2	16	7129	251
2	17	431	759
2	18	93	509
2	19	287	645
2	20	60	811
2	21	4581	717
2	22	694	623
2	23	2573	419
2	24	63	1634
2	25	112	725
2	26	409	508
2	27	26	1681
2	28	482	1416
2	29	420	576
2	30	535	1622
2	31	115	1021
2	32	3323	479
2	33	39	945
2	34	114	1932
2	35	375	329
2	36	151	793
2	37	19	505
2	38	151	599
2	39	19	2448
2	40	162	595
3	1	45	1426
3	2	131	1833
3	3	0	0
3	4	36	1738
3	5	398	1269
3	6	37	1412
3	7	390	613
3	8	40	704
3	9	1215	1670
3	10	54	950
3	11	64	813
3	12	22	1719
3	13	88	1138
3	14	1187	1973
3	15	1	1860
3	16	157	1587
3	17	44	1528
3	18	21	1403
3	19	53	1449
3	20	17	1211
3	21	3674	1122
3	22	320	1240
3	23	547	1415
3	24	738	280
3	25	53	1453
3	26	267	1343
3	27	147	734
3	28	5421	594
3	29	463	1272
3	30	6390	339
3	31	168	832
3	32	634	1357
3	33	16	1106
3	34	3396	223
3	35	10	1504
3	36	62	1079
3	37	29	1341
3	38	47	1234
3	39	131	745
3	40	52	1253
4	1	84	315
4	2	6	167
4	3	36	1738
4	4	0	0
4	5	452	692
4	6	26	618
4	7	9	1438
4	8	3	2381
4	9	5	121
4	10	7	1124
4	11	2	1279
4	12	0	120
4	13	70	792
4	14	2548	258
4	15	0	180
4	16	213	232
4	17	60	592
4	18	77	364
4	19	78	480
4	20	43	659
4	21	3218	647
4	22	259	503
4	23	1616	335
4	24	38	1557
